id,record_type,view_id,row_id,column_id,capability_refs,need,operation,outcome,implementation_status,standing,source_refs,code_refs,test_refs,account_ref,relation,coverage,extensions,question
cap.central.reproject,capability,,,,[],An existing project should gain current facilities while preserving its accumulated files.,central.world.reproject.plan lists missing canonical scaffold; reproject.apply stamps only missing structure.,The receipt identifies added scaffolding and retained existing material. This additive repair covers missing structure; full source reorganisation and installed-world migration remain broader work.,source-inspected; Selected native suites passed 2026-09-06: world_map. Other referenced tests were not rerun; physical desktop and owner-machine effects remain outside this selection.,agent-inference,../github-recovery-mirror/mirror/Central/issues/67.json;../github-recovery-mirror/mirror/Central/issues/76.json,ctrl/src/world_map.rs,ctrl/tests/world_map.rs,central.html#q3/tree,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [""central.world.reproject.apply"", ""central.world.reproject.plan""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/67.json"", ""../github-recovery-mirror/mirror/Central/issues/76.json"", ""EpiLogos/Central#126 (W10 V1: central.pasu/v1 identity grammar; world-map/source-change/agent-profile carriers moved — code bases re-reviewed at this revision)"", ""reconcile:central-pr-132""], ""code_basis"": {""ctrl/src/world_map.rs"": ""f3427aa7efc243249bbf370f2cbf7d47c54de046a10d8b50a7d193345cd502ff""}}, ""last_reconciled_at"": ""2026-09-08T11:52:07.000112+00:00""}",
cap.central.source-reading,capability,,,,[],A reader needs to inspect the material underlying an account or decision and know which revision they are seeing.,read_world_source resolves one participating SourceRef and checks retrieval eligibility.,"The reading contains source content, exact revision and provenance. Masked or non-participating sources produce an explicit refusal.",source-inspected; Selected native suites passed 2026-09-06: world_source_actions. Other referenced tests were not rerun; physical desktop and owner-machine effects remain outside this selection.,agent-inference,../github-recovery-mirror/mirror/Central/issues/70.json;../github-recovery-mirror/mirror/Central/issues/89.json;../github-recovery-mirror/mirror/Central/issues/100.json,ctrl/src/world_source.rs,ctrl/tests/world_source_actions.rs,central.html#q1/ground,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [""projectcentral.source.read""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/70.json"", ""../github-recovery-mirror/mirror/Central/issues/89.json"", ""../github-recovery-mirror/mirror/Central/issues/100.json"", ""reconcile:central-pr-132""], ""code_basis"": {""ctrl/src/world_source.rs"": ""bdfc596671d3c92377ddcb02b6a92e1210bf5de5ada71dc6f340428bce30fe0a""}}, ""last_reconciled_at"": ""2026-09-08T11:52:07.000112+00:00""}",
cap.central.source-editing,capability,,,,[],"A person and an agent may both change a file between reads, so each edit needs a known basis.","write_world_source checks the expected content revision and actor attribution, then writes or returns the appropriate proposal.",Accepted edits emit attributed source-change records. A stale basis produces a conflict; agent changes to recognised human ground return through proposal authority.,source-inspected; Selected native suites passed 2026-09-06: world_source_actions. Other referenced tests were not rerun; physical desktop and owner-machine effects remain outside this selection.,agent-inference,../github-recovery-mirror/mirror/Central/issues/70.json;../github-recovery-mirror/mirror/Central/issues/89.json;../github-recovery-mirror/mirror/Central/issues/100.json,ctrl/src/world_source.rs,ctrl/tests/world_source_actions.rs,central.html#q2/recognised-ground,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [""projectcentral.source.return"", ""projectcentral.source.return_accept"", ""projectcentral.source.return_read"", ""projectcentral.source.return_reject"", ""projectcentral.source.returns"", ""projectcentral.source.write""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/70.json"", ""../github-recovery-mirror/mirror/Central/issues/89.json"", ""../github-recovery-mirror/mirror/Central/issues/100.json"", ""reconcile:central-pr-132""], ""code_basis"": {""ctrl/src/world_source.rs"": ""bdfc596671d3c92377ddcb02b6a92e1210bf5de5ada71dc6f340428bce30fe0a""}}, ""last_reconciled_at"": ""2026-09-08T11:53:39.350344+00:00""}",
cap.central.source-change,capability,,,,[],People need to keep using ordinary editors while later sessions discover relevant source changes.,Project and Control reconciliation observes content revisions; horizon reads expose ordered changes since a consumer cursor and recover offline edits.,"Consumers receive source identities, revisions and retained standing without reading every payload. The horizon records change; interpretation and follow-up belong to its consumers.",source-inspected; Selected native suites passed 2026-09-06: source_change_horizon. Other referenced tests were not rerun; physical desktop and owner-machine effects remain outside this selection.,agent-inference,../github-recovery-mirror/mirror/Central/issues/89.json,ctrl/src/source_horizon.rs,ctrl/tests/source_change_horizon.rs;ctrl/tests/source_change_authority_override.rs,central.html#q3/contracts,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [""projectcentral.change.ack"", ""projectcentral.change.horizon"", ""projectcentral.change.reconcile""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""code_basis"": {""ctrl/src/source_horizon.rs"": ""0b8f7d34f204ec336a671c91f4acfb0dae3b1a3e5bc5d9e7f4735d6a44687d99""}, ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""last_reconciled_at"": ""2026-09-10T00:16:24.167668+00:00"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/89.json"", ""EpiLogos/Central#126 (W10 V1: central.pasu/v1 identity grammar; world-map/source-change/agent-profile carriers moved — code bases re-reviewed at this revision)"", ""reconcile:central-pr-132"", ""cradle:Central:w2-w4:PR-133"", ""EpiLogos/Central#134 (Flows belong to a register; Central root is one)"", ""EpiLogos/Central#139""], ""code_basis"": {""ctrl/src/source_horizon.rs"": ""0b8f7d34f204ec336a671c91f4acfb0dae3b1a3e5bc5d9e7f4735d6a44687d99""}, ""updated_at"": ""2026-09-10""}}",
cap.central.source-history,capability,,,,[],A person needs to understand how a source changed or retrieve a prior version before deciding what to restore.,"projectcentral.source.history, compare and recovery.preview request bounded history from an optional native provider and check the current recovery basis.","The caller receives revision entries, differences or historical content. Applying recovered content uses the normal source-write/proposal path; the preview itself leaves current content unchanged.","source-inspected; Source inspected; real Git connector test and controller fixture test inspected, neither executed. Full provider-to-recovery user acceptance is not established here.",agent-inference,../github-recovery-mirror/mirror/Central/issues/100.json,ctrl/src/source_history.rs;connectors/git-sync/src/source_history.rs,connectors/git-sync/src/source_history.rs;ctrl/src/source_history.rs,central.html#q3/contracts,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [""projectcentral.source.compare"", ""projectcentral.source.history"", ""projectcentral.source.recovery.preview""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/100.json"", ""reconcile:central-pr-132""], ""code_basis"": {""ctrl/src/source_history.rs"": ""1407fa32db1b3f3ede7585e6602b17c58fdb843c99391f10b0c5f2924c9c4401"", ""connectors/git-sync/src/source_history.rs"": ""2ead2869e3cf02ed79036cfd25a682188cc1886a9cd59251e0bffa4d6c065a76""}}, ""last_reconciled_at"": ""2026-09-08T11:52:07.000112+00:00""}",
cap.central.now,capability,,,,[],"Current scratch, questions and handoffs need to remain available after a chat ends.","projectcentral.now.init and inspect establish/read the temporal field; now.return and update record attributed questions, notes and handoffs with lifecycle and external references.","The next session can recover human scratch and bounded agent returns from files, including open work and supporting evidence references.",source-inspected; Selected native suites passed 2026-09-06: projectcentral_now. Other referenced tests were not rerun; physical desktop and owner-machine effects remain outside this selection.,agent-inference,../github-recovery-mirror/mirror/Central/issues/74.json,ctrl/src/projectcentral_now.rs,ctrl/tests/projectcentral_now.rs;ctrl/tests/projectcentral_now_portable_real.rs,central.html#q2/resume,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [""projectcentral.now.init"", ""projectcentral.now.inspect"", ""projectcentral.now.return"", ""projectcentral.now.update""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""code_basis"": {""ctrl/src/projectcentral_now.rs"": ""1945e79ed845aab5c4db1f83df8cf37eb270a5941494ff3c42accc65618e6098""}, ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""last_reconciled_at"": ""2026-09-10T00:16:24.167668+00:00"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/74.json"", ""EpiLogos/Central#127 (W10 V2: agent-set/world persistence Actions + attribution seam; cli/now/agent-profile carriers moved — code bases re-reviewed at this revision)"", ""reconcile:central-pr-132"", ""EpiLogos/Central#134 (Flows belong to a register; Central root is one)"", ""EpiLogos/Central#139""], ""code_basis"": {""ctrl/src/projectcentral_now.rs"": ""1945e79ed845aab5c4db1f83df8cf37eb270a5941494ff3c42accc65618e6098""}, ""updated_at"": ""2026-09-10""}}",
cap.central.day-rollover,capability,,,,[],A person needs a dated account of work while keeping unfinished material available and promoting useful findings deliberately.,now.rollover snapshots the chosen local civil day and carries live material; now.promote records the move from temporal material toward a durable owner.,"DAY records preserve source state and carry-forward decisions. Eligible completed clutter can clear; protected material remains. Agent promotion returns material to wiki ownership, where semantic integration is a later operation.",source-inspected; Selected native suites passed 2026-09-06: projectcentral_now. Other referenced tests were not rerun; physical desktop and owner-machine effects remain outside this selection.,agent-inference,../github-recovery-mirror/mirror/Central/issues/74.json;../github-recovery-mirror/mirror/Central/issues/93.json,ctrl/src/projectcentral_now.rs,ctrl/tests/projectcentral_now.rs;ctrl/tests/projectcentral_now_portable_real.rs,central.html#q2/resume,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [""projectcentral.now.promote"", ""projectcentral.now.rollover""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""code_basis"": {""ctrl/src/projectcentral_now.rs"": ""1945e79ed845aab5c4db1f83df8cf37eb270a5941494ff3c42accc65618e6098""}, ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""last_reconciled_at"": ""2026-09-10T00:16:24.167668+00:00"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/74.json"", ""../github-recovery-mirror/mirror/Central/issues/93.json"", ""EpiLogos/Central#127 (W10 V2: agent-set/world persistence Actions + attribution seam; cli/now/agent-profile carriers moved — code bases re-reviewed at this revision)"", ""reconcile:central-pr-132"", ""EpiLogos/Central#134 (Flows belong to a register; Central root is one)"", ""EpiLogos/Central#139""], ""code_basis"": {""ctrl/src/projectcentral_now.rs"": ""1945e79ed845aab5c4db1f83df8cf37eb270a5941494ff3c42accc65618e6098""}, ""updated_at"": ""2026-09-10""}}",
cap.central.flow,capability,,,,[],"A developing idea needs continuity across sessions, days and changes of filename.",Flow create/adopt/read/write/rename/lifecycle/history operations maintain a stable FlowRef and revision-safe ordinary-file content.,"One thread retains identity while active, dormant or closed; renaming preserves continuity and DAY snapshots retain earlier states. Desktop conversation and knowledge interpretation consume this source lifecycle.",source-inspected; Selected native suites passed 2026-09-06: projectcentral_flow. Other referenced tests were not rerun; physical desktop and owner-machine effects remain outside this selection.,agent-inference,../github-recovery-mirror/mirror/Central/issues/93.json,ctrl/src/projectcentral_flow.rs,ctrl/tests/projectcentral_flow.rs,central.html#q2/develop-thought,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [""projectcentral.flow.adopt"", ""projectcentral.flow.create"", ""projectcentral.flow.history"", ""projectcentral.flow.inspect"", ""projectcentral.flow.lifecycle"", ""projectcentral.flow.list"", ""projectcentral.flow.read"", ""projectcentral.flow.rename"", ""projectcentral.flow.write"", ""projectcentral.flow.now""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""code_basis"": {""ctrl/src/projectcentral_flow.rs"": ""ed3db1c6d0025da517db7bb5c14811e554e21009faf8b9dfba73709c64a2cda9""}, ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""last_reconciled_at"": ""2026-09-10T00:16:24.167668+00:00"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/93.json"", ""reconcile:central-pr-132"", ""cradle:Central:w2-w4:PR-133"", ""EpiLogos/Central#134 (Flows belong to a register; Central root is one)"", ""EpiLogos/Central#139""], ""code_basis"": {""ctrl/src/projectcentral_flow.rs"": ""ed3db1c6d0025da517db7bb5c14811e554e21009faf8b9dfba73709c64a2cda9""}, ""updated_at"": ""2026-09-10""}}",
cap.central.governance,capability,,,,[],A person needs durable collaboration preferences and local engineering rules that can be found and revised in their owning scope.,"Root/project governance inspection discovers recognised sources and native candidates; accepted relations record scope, roles and provenance. central.template.preview/stamp expose additive source templates; control.engineering-ground.plan/render maintain the derived engineering prompt from its source.",Guidance remains inspectable in its native location with personal and project applicability. Runtime activation and precedence are resolved by the consuming harness/AIKit layer.,source-inspected; Selected native suites passed 2026-09-06: agent_governance. Other referenced tests were not rerun; physical desktop and owner-machine effects remain outside this selection.,agent-inference,../github-recovery-mirror/mirror/Central/issues/72.json;../github-recovery-mirror/mirror/Central/issues/104.json,ctrl/src/agent_governance.rs;ctrl/src/template_stamp.rs;ctrl/src/engineering_ground.rs,ctrl/tests/agent_governance.rs,central.html#q1/practice,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [""central.template.preview"", ""central.template.stamp"", ""control.engineering-ground.plan"", ""control.engineering-ground.render""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/72.json"", ""../github-recovery-mirror/mirror/Central/issues/104.json"", ""central:74258b3"", ""central:d357e94"", ""reconcile:central-pr-132""], ""code_basis"": {""ctrl/src/agent_governance.rs"": ""3dcc5f060786973e6f6695eaf53729b28d48514bfbcde517fd2e7707230b8391"", ""ctrl/src/template_stamp.rs"": ""cdd3b6cad5eeb39868068fbaff8f2bcc80505c8f6ad4978d584c782a27a30645"", ""ctrl/src/engineering_ground.rs"": ""88d8fb7b27b0107a840c29c611ec96f4726af570e0635ca27ad2a25ad1789cb7""}}, ""last_reconciled_at"": ""2026-09-08T11:52:07.000112+00:00""}",
cap.central.skills,capability,,,,[],People need reusable skills to remain discoverable while outdated methods can be withdrawn and later restored.,"control.skills.inspect reads personal, machine and project scope; retire and restore update a skill manifest with lifecycle provenance.",Retirement records actor and reason while retaining the skill body. Source changes participate in the horizon. Contextual Method composition and runtime use are consumer responsibilities.,source-inspected; Selected native suites passed 2026-09-06: control_skills. Other referenced tests were not rerun; physical desktop and owner-machine effects remain outside this selection.,agent-inference,../github-recovery-mirror/mirror/Central/issues/82.json,ctrl/src/control_skills.rs,ctrl/tests/control_skills.rs,central.html#q1/practice,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [""control.skills.inspect"", ""control.skills.restore"", ""control.skills.retire""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/82.json"", ""reconcile:central-pr-132""], ""code_basis"": {""ctrl/src/control_skills.rs"": ""f9ff1bbfd2fd3fe73719a096c5d873a67f9e3751b9c7a71996466ccdc0754dfa""}}, ""last_reconciled_at"": ""2026-09-08T11:52:07.000112+00:00""}",
cap.central.agent-profiles,capability,,,,[],A person needs durable agent configuration that survives sessions and can vary between personal and project work.,agent-profile.list/read/save/remove operate on source-backed profiles; saves and removals use expected revisions where required.,The profile stores references for an existing Agent in its selected scope and returns a write/removal receipt. It is a saved configuration relation; effective runtime resolution requires the consuming agent system.,source-inspected; Source and test definitions inspected; these tests were not executed in this documentation pass. Desktop and owner-machine acceptance is not established here.,agent-inference,../github-recovery-mirror/mirror/Central/issues/108.json;../github-recovery-mirror/mirror/Central/issues/112.json;../github-recovery-mirror/mirror/Central/issues/118.json,ctrl/src/agent_profile_actions.rs;ctrl/src/agent_profile_store.rs;ctrl/src/agent_profile.rs,ctrl/src/agent_profile_actions.rs,central.html#q2/reuse-practice,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [""agent-profile.list"", ""agent-profile.read"", ""agent-profile.remove"", ""agent-profile.save"", ""agent-profile.propose""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The listed native Action identities are invocable through ctrl action run and discoverable through ctrl action list.""}, ""maintenance"": {""updated_at"": ""2026-09-09"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/108.json"", ""../github-recovery-mirror/mirror/Central/issues/112.json"", ""../github-recovery-mirror/mirror/Central/issues/118.json"", ""EpiLogos/Central#126 (W10 V1: central.pasu/v1 identity grammar; world-map/source-change/agent-profile carriers moved — code bases re-reviewed at this revision)"", ""reconcile:central-pr-132"", ""cradle:Central:w2-w4:PR-133""], ""code_basis"": {""ctrl/src/agent_profile_actions.rs"": ""0ec8928e0119169522309779f5560b663bd8a894f96fb479e87600d446c6457a"", ""ctrl/src/agent_profile_store.rs"": ""96784994e27b167f79e5b33934f42bfce343457af7076b32e58ae05752d60420"", ""ctrl/src/agent_profile.rs"": ""53ff9454c9f32568a5473fb5e0e6a93b5f8be953f38f776017c33f943c60042a""}}, ""last_reconciled_at"": ""2026-09-09T15:11:26.113026+00:00""}",
cap.central.personal-surface,capability,,,,[],"A person needs an understandable entry into their own preferences, agent guidance, machines and projects.",personal.show reads the actual Central root and projects its principal areas.,"The public read model presents You, Agents, Machines and Work with their filesystem locations for a desktop or other surface to display.",source-inspected; Source and test definitions inspected; these tests were not executed in this documentation pass. Desktop and owner-machine acceptance is not established here.,agent-inference,../github-recovery-mirror/mirror/Central/issues/51.json,ctrl/src/personal.rs,ctrl/src/personal.rs,central.html#q1/entry,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""composed"", ""reason"": ""The personal surface composes Control and World operations; it is not an additional Action identity.""}, ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/51.json"", ""reconcile:central-pr-132""], ""code_basis"": {""ctrl/src/personal.rs"": ""8b61fa887e574b1f09d4cb19635e5fd2ee8e62d85aa6f6940a9c7d21921e4415""}}, ""last_reconciled_at"": ""2026-09-08T11:52:07.000112+00:00""}",
cap.central.control-proposals,capability,,,,[],An agent suggestion needs a visible review step before it becomes lasting personal or collaboration source.,control.propose-change stores proposed content and reason; review-proposal exposes it; apply-proposal records acceptance and writes the selected target.,The person can inspect the proposed change before source mutation. Accepted application updates the actual Control file and retains a proposal receipt.,source-inspected; Source and test definitions inspected; these tests were not executed in this documentation pass. Desktop and owner-machine acceptance is not established here.,agent-inference,../github-recovery-mirror/mirror/Central/issues/51.json,ctrl/src/personal.rs,ctrl/src/personal.rs,central.html#q2/recognised-ground,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""library"", ""reason"": ""The personal source proposal API is a library operation; no proposal Action is declared in the current core CLI registry.""}, ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/51.json"", ""reconcile:central-pr-132""], ""code_basis"": {""ctrl/src/personal.rs"": ""8b61fa887e574b1f09d4cb19635e5fd2ee8e62d85aa6f6940a9c7d21921e4415""}}, ""last_reconciled_at"": ""2026-09-08T11:52:07.000112+00:00""}",
cap.central.notification,capability,,,,[],A task needs to alert the person through the installed machine while retaining which work caused the request.,"personal.notify routes title/body, subject and caller lineage through the UserNotification Port to an available provider.","A provider receipt reports delivery or degradation; the macOS connector uses Notification Center via osascript. Delivery records an attention request, while any subsequent decision remains separately recorded.",source-inspected; Source inspected; controller tests use notification fixtures and were not run. Physical permission/delivery and complete desktop acceptance are not established here.,agent-inference,../github-recovery-mirror/mirror/Central/issues/52.json,ctrl/src/personal.rs;crates/connector-sdk/src/notification.rs,ctrl/tests/oi_watch_notification_conformance.rs;ctrl/src/personal.rs,central.html#q3/interaction,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""library"", ""reason"": ""Notification is a provider-neutral library Port consumed by surfaces/connectors; the core CLI does not declare a notification Action.""}, ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/52.json"", ""reconcile:central-pr-132""], ""code_basis"": {""ctrl/src/personal.rs"": ""8b61fa887e574b1f09d4cb19635e5fd2ee8e62d85aa6f6940a9c7d21921e4415"", ""crates/connector-sdk/src/notification.rs"": ""30f20a2ecb5d6c429332faa0e56bb10df2348a067d35e5ef4226909e46e17b7a""}}, ""last_reconciled_at"": ""2026-09-08T11:52:07.000112+00:00""}",
cap.central.guided-ground-authoring,capability,,,,[],"A person needs an existing project’s scattered intention recovered into a clear account, with attention concentrated on consequential judgments.","Present a source-grounded account from retained files and development refinements, then guide review and recognition of the proposed product ground.","Intended integrated journey: the person sees the concrete product definition, desired encounters, source basis and unresolved decisions in one reviewable account. Native source inspection and relation planning support parts of it; the complete guided experience still needs development.","intent-only; the integrated guided authoring experience is a development target, not an implemented Central Action.",agent-inference,../github-recovery-mirror/mirror/Central/issues/71.json;docs/PROJECTCENTRAL-AUTHORED-GROUND.md,,,central.html#q2/starting,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""converted_from_sha256"": ""c305f22c02710fb8e246eac3ccd50651fa12f22d20da8c42c2c126e60530ec66"", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""intent"", ""reason"": ""The integrated authoring journey remains intended; these documentation tools do not establish it as a native Central Action.""}, ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""../github-recovery-mirror/mirror/Central/issues/71.json"", ""docs/PROJECTCENTRAL-AUTHORED-GROUND.md"", ""reconcile:central-pr-132""], ""code_basis"": {}}, ""last_reconciled_at"": ""2026-09-08T11:52:07.000112+00:00""}",
H0->H0,relation,suite-relations,H0,H0,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,self:Central,I,"{""src_product"": ""Central"", ""dst_product"": ""Central"", ""ql"": """", ""cf_view"": ""CF1"", ""seam"": ""self:Central"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.679879+00:00""}",
H0->H1,relation,suite-relations,H0,H1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,01:grounded-agency,H,"{""src_product"": ""Central"", ""dst_product"": ""Actuation"", ""ql"": ""A1"", ""cf_view"": ""CF2"", ""seam"": ""01:grounded-agency"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/Actuation#4"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.679879+00:00""}",
H0->H2,relation,suite-relations,H0,H2,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,02:ground-context,L,"{""src_product"": ""Central"", ""dst_product"": ""AIKit"", ""ql"": """", ""cf_view"": ""CF3"", ""seam"": ""02:ground-context"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/ai-kit#58(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.679879+00:00""}",
